CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
12033,31,Female,123229.0,Email,Awareness,6722.593867609174,0.0836104831842395,0.1378185439322609,19,9.914859148082874,10.940498715701272,2,15,4.0,4,4891,1
9562,62,Male,65874.0,Social Media,Awareness,6099.011994158866,0.2343132292231584,0.1875810692961465,7,2.895319252313411,12.389957162764984,94,7,4.0,3,3768,1
9905,44,Male,124150.0,Referral,Conversion,533.9154698999639,0.0681979374413148,0.182408283928203,27,4.671012336104882,1.3043186747533762,83,17,7.0,7,1170,1
14820,60,Female,129870.0,Email,Conversion,5676.6648131400125,0.0949688922334705,0.1161108328184597,13,2.648137613205709,9.681113500957796,44,17,2.0,6,2304,1
14634,42,Female,115446.0,PPC,Awareness,9300.833387756353,0.2007337002215935,0.0558331213461336,21,4.973743423593657,14.29161073816682,91,16,8.0,7,3440,1
10986,69,Female,110382.0,Referral,Retention,2996.62280617879,0.2943903480626593,0.1411910634658481,33,9.052549378463198,9.873006630172762,95,12,6.0,6,1734,1
11765,64,Male,32342.0,Email,Retention,6527.274372062223,0.2321196542290705,0.0283035301357013,44,3.6969923674372738,1.2526380276073532,52,9,2.0,5,4555,1
14376,29,Male,74856.0,Referral,Consideration,6075.356387568749,0.0726794859590039,0.0103050516423041,45,9.656736006962612,6.319793036180515,98,1,0.0,9,4426,1
13636,33,Female,66479.0,SEO,Conversion,6663.808934590839,0.0955371563995775,0.1405228630923814,49,6.1431543422389545,4.778322918556243,13,7,1.0,4,4851,1
15148,64,Female,103004.0,SEO,Conversion,8923.163274748993,0.1676847185229767,0.0977805095074078,23,2.18080689544485,7.4026327781302435,36,11,5.0,8,1934,1
8094,43,Female,24838.0,Referral,Retention,6550.143885113574,0.1875814736529351,0.1973593502132324,43,6.643316919844335,8.416578322003813,57,15,9.0,5,3006,1
9714,21,Female,97248.0,Referral,Conversion,121.52045943771628,0.229792025319365,0.064859013606443,47,9.299859513301085,13.230500383999294,39,12,0.0,8,3612,1
9794,26,Female,140428.0,Email,Awareness,5319.100179836294,0.1783830918390229,0.112303938579394,45,2.2793854134812204,2.4214223507517976,59,1,7.0,5,2415,1
11351,38,Male,34656.0,,Conversion,9844.385169570918,0.0976219377261637,0.17578964153942,38,7.251950616968644,0.7025349239448799,77,14,2.0,2,4675,1
13912,25,Female,40337.0,SEO,Consideration,650.2924815066721,0.1773089561420245,0.0484515154858989,36,7.720077942391215,7.860293928122232,57,8,6.0,0,1896,1
12288,58,Female,31399.0,SEO,Retention,7037.14351637091,0.1823539925630027,0.0271742884956192,19,4.82210385664965,9.25727073218368,1,12,6.0,2,1847,1
15680,64,Female,130196.0,SEO,Awareness,6957.879912673552,0.1859969618055974,0.0173583080069545,27,8.306076141211715,2.287102465207435,48,2,2.0,5,2774,1
12426,37,Female,138719.0,Social Media,Retention,9582.215956344864,0.0844147060850313,0.0975701177973487,3,2.2201234978444697,11.189788170845215,83,17,5.0,9,4576,1
10930,22,Female,89549.0,Referral,Consideration,8293.885153819627,0.2966759497122685,0.024699618679291,15,4.220939443900516,1.7789538845487012,85,7,5.0,4,2791,1
13683,20,Female,62995.0,SEO,Conversion,7027.963392764969,0.2555515960952501,0.0969686112153093,36,5.089272065475108,0.716509603495731,68,2,9.0,3,3533,1
14003,41,Male,97140.0,SEO,Retention,5598.962447460555,0.0953506768065097,0.0864793298781426,22,9.81873280965179,3.718808028678976,66,10,0.0,8,4922,1
15818,58,Female,50539.0,PPC,Consideration,6406.080626616656,0.0482618705801895,0.1728639406854457,16,1.8023624918552537,12.134059824536676,39,10,4.0,0,2451,1
10710,20,Female,44691.0,Social Media,Awareness,9765.95508634993,0.2068143580326065,0.022252171800182,11,1.930368049485904,2.434844735638312,26,12,8.0,0,868,0
14068,60,Female,140536.0,PPC,Awareness,4888.528339367183,0.0575106034991504,0.1553034922326813,21,7.12257778761821,2.1265071030845704,42,16,1.0,5,376,0
11311,51,Male,56281.0,SEO,Awareness,3177.397882178885,0.1844975618561691,0.0501436445913776,13,4.854515987305862,3.3482142970730524,16,15,0.0,0,4677,1
8260,46,Male,134540.0,Email,Retention,2901.62,0.0105138658830772,0.0975851039194583,18,5.903688127398821,,34,18,6.0,9,3545,1
9958,44,Male,111732.0,PPC,Retention,5372.86,0.0484341047585764,0.1481406335144134,43,5.920354579870058,7.670610280514572,91,1,5.0,2,2456,1
13744,29,Female,51437.0,Social Media,Awareness,9719.049876906523,0.0572264099323902,0.0967512235150496,20,6.657931193165684,10.832304431231195,10,16,8.0,0,3907,1
11679,25,Female,54457.0,Email,Consideration,7948.096243265433,0.2294525545767913,0.0742719898331033,28,4.8414161195624965,,11,4,3.0,9,4532,1
12057,20,Female,127543.0,PPC,Conversion,4527.0254396608325,0.0819466237405201,0.169533408805348,15,6.396924399576311,6.2511583856150414,78,18,7.0,2,1961,1
9116,30,Male,147628.0,PPC,Retention,1841.6370003697923,0.2169475648501088,0.1813539721134395,7,7.255481143490038,12.31791650119907,96,5,5.0,2,1859,1
8528,56,Male,20169.0,Social Media,Conversion,2930.091572898146,0.2278783633508402,0.1914636569880826,32,2.469117411888292,2.2265338487368664,2,9,5.0,2,50,1
8829,22,Male,102060.0,PPC,Awareness,5187.11,0.2353764593362838,0.0295353619035291,42,4.310067103981024,3.948410815881508,27,12,4.0,1,860,1
15020,49,Male,89086.0,,Retention,3206.3149967193567,0.0215781650425165,0.0394087163935884,15,6.741512402162636,6.533317510246437,81,7,9.0,8,1118,1
8233,49,Male,,Email,Consideration,3117.1418321443302,0.0560122828260999,0.1210378386426617,42,6.18311827884427,3.339216880910442,53,18,3.0,8,3922,1
10470,47,Female,22451.0,Referral,Retention,4176.320337211536,0.166706535013361,0.0189695801342178,4,8.829392010741199,8.373413323725895,12,10,6.0,4,2570,1
9078,19,Male,114243.0,Referral,Awareness,4655.736595144255,0.0211044168215052,0.1172051607882079,8,3.349754554387685,1.8307674421522224,61,1,4.0,5,3378,0
15771,54,Male,114294.0,Email,Conversion,8576.09591406741,0.2568117512532989,0.1778127740756292,34,2.463347733827274,6.745166767071259,94,5,7.0,8,2378,0
9892,51,Female,133289.0,Referral,Conversion,9085.419238297029,0.2789940941334998,0.1768068691436334,43,3.9090634367349057,12.75012485569486,21,14,5.0,4,1398,1
15185,39,Male,65765.0,,Conversion,5820.0844019837,0.2657944943183069,0.128250284567042,13,5.043774573854551,1.4656520768295036,82,2,2.0,3,2770,1
12905,35,Male,74733.0,SEO,Conversion,1644.074468376317,0.1669760513874296,0.1716717280789935,27,5.853230445259348,14.601505928718694,74,3,5.0,0,1239,1
9703,56,Male,80342.0,Social Media,Retention,4441.678476734296,0.1783873597841465,0.0130508562637046,37,5.0194209108937935,13.630765508346023,45,8,1.0,7,3505,1
14573,39,Male,68861.0,Referral,Retention,9857.456511228598,0.1837281288602361,0.1088775525980945,11,9.931835580984396,2.1416025118012243,75,5,0.0,5,3864,1
11656,38,Female,43655.0,Email,Conversion,6302.634840937524,0.1394705264222953,0.186324152571264,18,7.422536373147136,3.292609511549909,75,15,0.0,7,3165,1
10720,44,Female,66546.0,Email,Retention,3392.790977397214,0.1505948703824818,0.0106665864151528,19,4.4080824550420274,2.966957885843528,28,17,3.0,2,1446,1
14300,52,Female,119233.0,Email,Retention,9450.471256439994,0.243236714722407,0.0419145787632361,16,4.667958534782336,1.010436218036854,58,10,2.0,3,1058,1
13582,57,Female,42991.0,Email,Awareness,6133.728675203366,0.1043514509574086,0.1067809874974334,27,1.667895187594455,14.94008744887336,57,9,3.0,0,1859,1
13803,62,Male,74039.0,Referral,Awareness,5380.553911307067,0.122867409326726,0.1744126977881547,31,8.190565003916195,3.4226530134074338,12,9,7.0,1,1442,1
11738,28,Female,70357.0,PPC,Retention,3828.965076125401,0.0372992943005598,0.1573748322281783,39,6.671992524881071,14.841876696329107,24,11,1.0,6,4880,1
9057,26,Female,37601.0,Email,Retention,3041.672333722875,0.0482376025094326,0.1634305505984715,44,1.309855287016674,12.477072644736827,29,3,3.0,0,661,0
10016,55,Female,29262.0,Referral,Conversion,3000.1269229345107,0.2479303425075795,0.0408930222499403,40,3.3022115454920207,1.353946248756018,21,18,0.0,6,1362,1
9180,50,Male,102036.0,Referral,Retention,4886.091624304275,0.0285492038927459,0.0568283052681451,46,1.3331927680366094,13.613104406332472,78,4,5.0,6,1861,1
11706,30,Female,122895.0,Social Media,Retention,9893.419569385756,0.2509875102738758,0.1010092169804719,46,6.722181325213862,7.502866763768072,27,6,9.0,1,1782,1
8347,29,Female,124957.0,SEO,Consideration,1951.747120332289,0.0934169729046549,0.0111179006563515,4,2.939858950151064,0.5136753714477391,86,11,4.0,6,854,0
10757,49,Female,69584.0,Referral,Conversion,2037.322818446152,0.2378002335516701,0.1583393618085423,38,3.73558870007361,7.577632721671494,75,10,4.0,9,67,1
12359,53,Female,40978.0,Social Media,Conversion,1026.2327321704388,0.1617442443196973,0.0697801383427088,17,9.097300783410224,5.285153592031207,68,12,1.0,7,4987,1
10700,55,Female,123806.0,Email,Consideration,8039.228706535539,0.0831020425068089,0.0877350263740366,24,6.4014806803323285,,54,19,5.0,4,3289,1
11056,59,Male,26589.0,Referral,Retention,1418.486580778142,0.1901944974713657,0.1514897544352169,13,6.964059393191083,0.55576371726903,19,8,1.0,8,3318,1
11729,38,Female,33432.0,Email,Retention,4405.687013239425,0.1944033094128358,0.0827663776670324,22,5.61083785118629,9.717136828191904,75,15,6.0,0,2163,1
8156,68,Male,51653.0,Social Media,Awareness,4506.253805730257,0.2470772287676186,0.1146395897049981,7,2.5444217542346665,12.717691116476296,57,18,4.0,4,2699,1
14490,47,Male,25017.0,Email,Retention,9678.6111141635,0.2687872704853506,0.1162829061348789,20,9.477022687882554,0.8271347875611439,59,6,4.0,9,1801,1
8505,20,Female,78097.0,Email,Conversion,4444.517313889919,0.1931920955555064,0.0466292249662302,9,9.69709185459123,13.597053730113474,13,1,4.0,2,2211,1
10860,58,Female,56308.0,Referral,Retention,2534.054716744248,0.1865064725493396,0.1050521499445949,31,8.572954412224133,4.662609236549563,78,12,3.0,4,4203,1
15592,23,Female,97286.0,SEO,Awareness,3146.209723683676,0.0939319913258137,0.0911484990074691,47,6.284527243591357,9.193481555652586,88,18,1.0,9,2408,0
9156,22,Female,114948.0,Email,Retention,2813.024630073303,0.1222954081784857,0.1177519610060306,15,2.556330281965834,7.865572556940733,61,2,9.0,9,1785,1
11283,40,Male,140696.0,Social Media,Consideration,6761.63317177148,0.1570658297711526,0.1011930530724958,10,5.024844758205004,10.708548295110305,89,4,7.0,4,1224,1
14533,19,Female,101618.0,Referral,Retention,7851.061573758755,0.1859591475311523,0.0472142663053446,41,7.144870241590944,3.127742336311981,56,14,4.0,6,3391,1
14938,19,Male,84875.0,Referral,Awareness,6517.643543206214,0.0404474824676453,0.187040252757096,16,7.533865138116739,4.077457643708035,70,12,2.0,2,4818,1
10616,51,Male,126134.0,Social Media,Consideration,3925.8417189878687,0.2592873247529382,0.1649046966416677,9,4.655696062100488,3.190783960146853,11,8,3.0,3,1593,1
12069,60,Female,81854.0,Email,Retention,9363.328843306868,0.0462374878475671,0.0406442718792648,32,1.4261753950836331,11.588778988931953,43,15,4.0,0,447,0
11298,24,Female,111467.0,SEO,Consideration,2110.274885079677,0.1385796589341246,0.0820172927789575,22,3.0452196050265745,6.119987209727466,54,4,5.0,5,4883,1
12921,37,Male,132833.0,Social Media,Retention,1868.765732778918,0.0426995264972081,0.0620888818658054,18,5.916824514124831,1.472838330918829,30,7,7.0,8,2361,1
12749,49,Female,37187.0,Referral,Conversion,3510.500666944912,0.2718419386293083,0.0188224715167866,45,2.126314061713475,7.683784659284783,38,12,9.0,4,2128,1
10894,62,Female,86113.0,PPC,Conversion,5672.314074099257,0.0953756134374226,0.1738462623953398,38,8.304677895340468,9.971738923801563,0,17,5.0,6,3664,1
12166,48,Female,102115.0,Social Media,Awareness,8280.755383098458,0.0171886162906976,0.0313876981591528,28,9.730927718226834,8.282270359268967,17,7,,0,3559,1
13508,52,Female,54407.0,PPC,Retention,8884.256832249579,0.2558355282849946,0.0834324723546545,43,9.617947872350618,13.766734136339776,24,7,2.0,3,4624,1
12953,52,Female,44719.0,PPC,Consideration,8594.483208211346,0.1670371420387285,0.0231212440032768,11,9.221506373219892,7.078027785125853,93,8,4.0,8,1906,1
10961,53,Female,77103.0,PPC,Consideration,7135.606335219977,0.1241902466742815,0.0318784451215232,20,3.5541311007879326,5.322223940658579,44,4,6.0,8,133,1
14372,64,Female,36611.0,SEO,Conversion,859.1462285593809,0.0169897269581266,0.0812087157095612,43,5.360377830830955,9.363510454459272,6,16,8.0,2,1775,1
13131,67,Female,107104.0,SEO,Conversion,7797.7184389454,0.0783859996083123,0.0657734034831664,40,9.919391777753404,11.872102986315458,33,1,7.0,2,1142,1
8122,24,Female,145812.0,,Consideration,505.8580421965365,0.088986555488881,0.1499038830438624,24,4.453349631024197,6.895312272664034,14,1,6.0,2,4108,1
13984,59,Male,22736.0,Email,Conversion,4294.411517071235,0.0914822656733682,0.0718916507333104,3,2.7101174539248234,3.182375646575533,43,3,3.0,0,363,0
8189,45,Male,71673.0,Referral,Consideration,5627.167696975915,0.2790208584343945,0.0394656095588308,22,8.577315278522331,,96,4,0.0,1,4203,1
11873,36,Male,118262.0,Social Media,Consideration,1496.197745319138,0.1915086250906538,0.1035020979237874,0,2.785863786331136,0.7062499383707646,36,16,,0,2622,0
9767,67,Male,142558.0,Social Media,Retention,2814.7041298697063,0.2556017912584674,0.015586964664286,48,8.355155312909043,14.076048919082258,12,15,7.0,4,3511,1
12823,46,Male,23477.0,SEO,Retention,6471.523935784661,0.0148074667888205,0.1807073841660735,47,9.563476199711385,3.427518292535256,65,9,6.0,3,4116,1
12315,53,Female,44967.0,Social Media,Consideration,9725.007120249553,0.0553957144844716,0.0304009107451688,27,8.026937611842225,9.367331142955328,90,6,3.0,1,266,1
14547,29,Female,25149.0,Email,Conversion,3115.402826471932,0.0603263676476953,0.043647245130302,0,7.550796951616829,5.57798266090857,14,6,1.0,5,4800,1
12734,31,Female,100223.0,Social Media,Awareness,7069.887126874961,0.2341084637027236,0.0780441060174315,43,1.6307457992154704,10.645833243248672,70,4,0.0,9,2196,1
13592,67,Male,124072.0,Email,Retention,8199.978532245232,0.2988968145887004,0.1851955763460578,24,2.6407283981900926,7.644000418898842,10,9,5.0,8,1693,1
9865,31,Male,71389.0,SEO,Consideration,4171.036513876543,0.0579338108947306,0.1587501372179759,40,6.27259773143354,5.659324690843895,65,15,1.0,5,1911,1
14961,54,Female,64854.0,PPC,Conversion,6457.86233676396,0.1732121514342065,0.039567111430722,45,7.7509938061808334,8.753861994978845,29,14,4.0,4,4208,1
15246,66,Male,134072.0,Email,Consideration,3008.3804893110096,0.0654983281201962,0.0175472207532788,17,3.4533762031261173,,90,13,,0,3158,0
8331,33,Female,136469.0,SEO,Retention,7265.773686687975,0.1357218578042284,0.1908694542161061,26,7.434878309621553,7.764983750915251,67,0,0.0,1,2107,1
8585,25,Female,118529.0,Referral,Conversion,487.8197001136869,0.176016112730097,0.0207862206880802,45,6.93834453809374,8.853214405816017,4,12,6.0,1,1221,1
14912,60,Male,80896.0,PPC,Retention,4530.881316971498,0.1829561847772297,0.181258374502913,35,3.8139418996105214,7.643555088931997,4,5,4.0,1,3002,1
11041,60,Female,130599.0,Social Media,Retention,9305.678191253195,0.0184869837293666,0.1054277009081638,27,3.541868870647954,10.66844444570355,67,5,8.0,8,476,1
12718,29,Male,110214.0,SEO,Consideration,8984.227053097791,0.2686121809869544,0.0414720388748268,48,8.075963612510627,6.794650644599099,50,9,8.0,9,3269,1
12579,54,Female,,SEO,Retention,6233.498867203423,0.0483594999554876,0.0790044329308663,4,2.788601905594202,4.860528060873898,45,4,6.0,8,2224,0
13173,39,Female,,Email,Awareness,4649.716357986727,0.0492039927955231,0.0372680653596936,44,1.411009184881704,4.0812560898294805,57,5,4.0,2,3733,0
10561,20,Male,28611.0,Social Media,Awareness,5323.338016906353,0.0430240991104127,0.1308327191982162,13,3.325297260753549,4.574470223991844,65,15,6.0,9,1245,1
11904,28,Female,139451.0,PPC,Retention,6801.958297790986,0.1553237992190612,0.1581025414519629,15,1.5159280928331411,4.898479873706587,75,18,3.0,5,3268,1
15420,36,Female,70535.0,Referral,Consideration,8790.72698618823,0.0775434012868132,0.0507783029707275,3,5.353483700866325,4.384243904674115,79,13,7.0,6,3193,0
11199,43,Female,58101.0,SEO,Consideration,1664.6809677558206,0.1167977327214758,0.1885687307211815,41,8.07152914770382,1.6511006321655135,71,19,3.0,7,1182,1
14134,38,Female,115768.0,Referral,Awareness,2947.9080342121456,0.21580341537945,0.1452262652220478,20,9.691681189169632,11.86815648969094,9,1,9.0,9,1147,1
10492,37,Female,80309.0,SEO,Awareness,3993.836430075181,0.0915993476066662,0.1370436287126796,35,7.34231898646563,4.100886896065308,37,10,2.0,6,2471,1
8698,39,Female,84367.0,Email,Conversion,8266.062266696015,0.1331126167251562,0.0839013151324321,25,2.6922540808844944,12.547783340346326,50,18,0.0,5,614,1
15801,19,Female,33706.0,Referral,Consideration,8299.93630236876,0.2143561802180001,0.1390111384151449,47,9.940136704070913,10.189855896252835,25,12,4.0,9,2820,1
15186,33,Male,22014.0,Referral,Retention,9896.726284286044,0.2338487160708182,0.1960625440255095,26,9.362304927869808,2.9014755539435697,3,5,9.0,8,3165,1
9023,35,Female,43117.0,Email,Retention,4507.35670282347,0.2494825342250262,0.1416155581364868,25,7.346094654985806,10.879726515090132,24,13,6.0,5,1621,1
9819,62,Female,90053.0,Social Media,Awareness,6086.27612607104,0.259845158465718,0.1406965809747541,8,2.447482091759105,11.81846955988938,20,5,3.0,2,548,1
13624,25,Female,73096.0,Email,Consideration,3238.242841785994,0.1200201969912376,0.1214546979443973,9,5.250910686190477,14.288352416163386,90,11,3.0,7,1716,1
14190,36,Male,128644.0,Referral,Conversion,7669.042386093118,0.1112117354631453,0.1455834792907464,13,3.686509347011243,2.2297261566942947,91,7,3.0,5,363,1
14172,51,Male,82778.0,Email,Consideration,3960.592692033685,0.203781439271662,0.1849769234590952,17,3.222019558187698,7.504013471325061,38,12,2.0,5,2500,1
12938,39,Female,35070.0,Email,Retention,4567.193816217254,0.2357310114015068,0.1111805667620532,35,4.319254568438394,13.090045954305712,48,17,3.0,5,109,1
12340,41,Male,58624.0,PPC,Conversion,8313.981142835262,0.2111863116077054,0.0753904056262632,0,2.315396033838857,12.10575164434072,73,9,2.0,0,4475,1
10588,23,Male,147854.0,Email,Awareness,919.80938679362,0.255771188625927,0.0294241479085061,18,2.787574023178644,11.923811202720438,94,15,0.0,8,4906,1
8270,24,Female,56668.0,Social Media,Retention,2836.2960864754623,0.2530463881686509,0.1662923269129504,9,6.021531183073745,12.06117115272747,14,1,9.0,3,4152,1
11463,23,Male,108095.0,Social Media,Consideration,1943.8768261462387,0.2455507942800013,0.1593496442622462,48,1.3295134044443988,2.9161079364999787,47,15,2.0,5,4486,1
12293,54,Male,32018.0,SEO,Consideration,5269.400792565827,0.178736756387395,0.1434155291797657,0,2.5409569286420384,5.640565654350296,48,2,0.0,0,2775,0
13191,49,Female,128853.0,Email,Awareness,1969.4044928740905,0.058498477350525,0.0189979212529918,8,9.895598120454494,5.80536937425673,95,5,1.0,6,1666,0
13266,43,Male,21929.0,Referral,Retention,528.3054189250008,0.2672374552895942,0.0306983647041578,27,2.7010654739109405,2.516892388789167,0,1,7.0,5,1367,0
12203,48,Female,99214.0,Referral,Awareness,958.0980749874284,0.1722505449514365,0.0461606219822953,26,4.725046673159392,2.6792485332277933,94,6,6.0,3,3258,1
10749,51,Female,87787.0,PPC,Consideration,4877.810097864155,0.0366366158968388,0.0529548532935156,21,5.082024805944855,3.797735792964272,66,7,6.0,4,2525,1
8090,62,Male,63560.0,,Consideration,2047.731172080364,0.2102770033097787,0.0816277540671011,34,6.913335432991241,9.86502113832734,67,12,5.0,4,3897,1
14618,31,Female,112947.0,PPC,Retention,2209.911448636205,0.2928340333625743,0.1969874107669919,1,3.406651089701611,5.852580531975903,91,1,6.0,2,136,1
15314,60,Female,103521.0,,Retention,110.16867224677222,0.2057842419302209,0.1157515088588219,23,3.567529373360058,11.636978982751312,20,14,0.0,6,502,1
9086,22,Male,111352.0,Social Media,Awareness,3898.505276220404,0.2275108858867915,0.1043706764919228,19,2.897021892959395,1.2685027828036026,50,8,5.0,7,2854,1
13726,52,Male,103319.0,SEO,Retention,5369.061464493608,0.1902554467026542,0.1758495978130421,43,5.383647956484897,3.715385258267837,51,17,6.0,4,1027,1
9362,46,Male,140860.0,Email,Consideration,4362.582658918883,0.1075067393879735,0.0765821609002812,16,3.667725614280533,3.002841304281011,25,6,4.0,8,3684,1
10163,41,Female,53585.0,SEO,Consideration,8574.431341705598,0.0947076513546053,0.0202976634876308,22,9.646842324132692,8.347350129975375,9,6,2.0,4,1198,1
11953,49,Female,27591.0,SEO,Conversion,4749.870148339232,0.0632414103882882,0.1464318045725025,35,5.6403884537590185,11.618264100339909,91,6,5.0,3,1951,1
13185,26,Female,28645.0,Email,Awareness,5243.8270025020665,0.1564346279689926,0.1967804954779234,6,7.994358441491112,,76,2,0.0,4,4351,1
10773,68,Female,106687.0,SEO,Retention,9399.172593755202,0.2804832368336707,0.1975117610928221,13,8.00420156701813,0.9311309547911566,87,6,7.0,2,442,1
8867,47,Female,62987.0,Social Media,Awareness,5926.5656590775325,0.2170859847378353,0.115083847065104,16,4.278290980346358,4.524641337336464,65,8,7.0,1,3338,1
15897,38,Female,59606.0,SEO,Conversion,6375.406735064375,0.0714812206548802,0.0175527871906725,7,9.542765767275156,12.588491459494266,12,14,6.0,9,4896,1
15302,61,Female,85124.0,PPC,Awareness,500.36774745789126,0.2658106502621227,0.0441110865539807,33,3.4695421145496,9.35740878653271,72,1,1.0,6,1844,1
14242,62,Male,44630.0,Email,Consideration,8896.08007191435,0.1080617972409038,0.0879156101668067,30,4.414045633078544,10.58114318837834,40,16,5.0,4,4499,1
15389,37,Female,143311.0,PPC,Conversion,9096.759967092234,0.1658135739997095,0.1332450941939794,35,2.860488000589608,0.8919759934094709,53,2,3.0,9,166,0
9809,23,Female,76987.0,Social Media,Conversion,3306.310702247736,0.2887638104425213,0.1759325010528858,14,8.985649276063814,12.896022476758004,97,14,0.0,9,2429,1
9147,25,Female,27076.0,SEO,Retention,2106.7191926670844,0.1073082059154442,0.0582229510092767,15,9.13556012204809,14.6851134679921,60,18,8.0,3,4850,1
9283,46,Male,96064.0,Referral,Retention,8404.755887209369,0.2271399696031596,0.1082514903397496,45,2.4195264738879576,11.7447305924137,61,12,8.0,0,2014,1
11844,47,Female,66579.0,PPC,Conversion,9506.805697943524,0.1380646207571285,0.1831946203557391,35,7.126915741711903,10.057524807148514,34,6,4.0,8,3126,1
14303,37,Female,35455.0,Referral,Consideration,7526.442570502542,0.1958772350818884,0.1744889255077333,16,9.42443377929596,1.0550911435989172,81,11,0.0,1,3177,1
14727,18,Male,32614.0,Email,Consideration,7595.902303338755,0.2485430064701617,0.1736829843343069,30,5.730778802447093,11.57411739250563,73,13,0.0,2,2433,1
8622,30,Female,1459000.0,Referral,Awareness,3868.697203890537,0.1623828703337159,0.1545954764347552,33,3.32379361646382,12.623308789824607,88,19,7.0,7,2419,1
12131,55,Female,,SEO,Retention,2383.78985026834,0.284869572379585,0.0138362062298133,24,8.477905196119028,4.448171838281495,73,11,7.0,2,458,1
15738,44,Male,26294.0,SEO,Conversion,2710.08,0.1863034325943332,0.0437856772097091,19,4.29895929847313,13.548729427354694,38,6,4.0,7,3504,1
12943,46,Female,30011.0,PPC,Conversion,9177.744532478142,0.1880449364411204,0.0551247355667657,43,3.390383679088819,7.819265338230935,1,3,1.0,0,2358,1
15306,42,Female,134742.0,Email,Consideration,3957.627358654117,0.2679017105422256,0.1659357265173756,29,4.518427687362955,8.733146074373687,63,11,7.0,7,1132,1
